Point_time,AUGEVolume,AUGEASTLEVANALOG,AUGWVOLUME,AUGWESTLEVANALOG,ASHREL,SICRESVOLUME,SICRESELEVANALOG,STPALBFLW,RECRESVOLUME,RECRESELEVANALOG,RECREL,NICRESVOLUME,NICRESELEVANALOG,NICNTHFLW,NICSTHFLW,NICCONFLW,EDIRESVOLUME,EDIRESELEVANALOG,EDRNTHFLW,EDRSTHFLW,EDRCONFLW,WDIRESVOLUME,WDIRESELEVANALOG,WDRFLW
01/12/2020,75.31,585.13,37.12,581.27,300,17.18,1126.13,4.20,47.15,836.5,10.14,32.4,1434.31,0.00,71,0.00,130.25,1273.03,97.30,96.90,0.00,84.53,1143.32,386.00
01/13/2020,75.32,585.15,37.34,581.62,301,17.09,1126.76,2.30,47.23,836.62,10.13,32.45,1434.42,0.00,71.1,0.00,130.59,1273.22,97.20,96.90,0.00,84.53,1143.32,386.10
01/14/2020,75.33,585.15,37.49,581.85,303,17.02,1126.76,3.80,47.27,836.69,10.11,32.45,1434.42,0.00,71.1,0.00,130.88,1273.38,97.20,96.90,0.00,84.49,1143.29,386.20
01/15/2020,75.38,585.16,37.72,582.01,303,16.97,1126.24,0.60,47.37,836.84,10.08,32.43,1434.34,0.00,71.1,0.00,131.22,1273.57,97.30,96.90,0.00,84.43,1143.26,386.00
01/16/2020,75.36,585.19,38.01,582.26,213,16.98,1126.24,1.70,47.45,836.95,10.06,32.34,1434.18,0.00,71.1,0.00,131.47,1273.72,97.30,97.00,0.00,84.42,1143.23,386.00
01/17/2020,75.35,585.16,38.23,582.56,125,16.88,1126.24,37.90,47.54,837.09,10.01,32.21,1433.9,47.70,64.4,0.00,131.56,1273.76,97.20,97.20,0.00,84.13,1143.04,462.90
01/18/2020,75.4,585.17,38.47,582.82,88,16.91,1126.24,0.90,47.55,837.11,10.03,32.23,1433.95,61.00,61.9,0.00,131.59,1273.78,97.10,96.90,0.00,83.79,1142.80,497.40
01/19/2020,75.36,585.2,38.65,583.08,85,16.91,1126.24,2.70,47.59,837.17,10.01,32.26,1434.02,60.90,62,0.00,131.61,1273.78,97.10,96.90,0.00,83.5,1142.60,497.20
01/20/2020,75.36,585.18,38.8,583.3,85,16.86,1126.24,0.00,47.63,837.23,10.03,32.15,1433.77,60.80,62,0.00,131.54,1273.75,97.20,97.00,0.00,83.11,1142.32,496.40
01/21/2020,75.39,585.18,38.92,583.44,84,16.81,1125.74,2.70,47.76,837.42,10.02,32.03,1433.52,60.80,61.9,0.00,131.36,1273.65,97.20,97.00,0.00,82.65,1142.00,497.80
01/22/2020,75.36,585.19,39.17,583.58,79,16.75,1125.74,66.50,47.75,837.41,10.03,31.99,1433.44,60.70,61.9,0.00,130.91,1273.39,97.10,96.90,0.00,82.29,1141.75,497.10
01/23/2020,75.34,585.18,39.5,583.85,22,16.74,1125.51,113.30,47.72,837.36,10.04,31.98,1433.41,60.90,61.9,0.00,130.7,1273.28,97.10,96.90,0.00,81.94,1141.50,497.10
01/24/2020,75.1,585.16,39.81,584.21,11,16.74,1125.52,111.60,47.54,837.09,10.03,31.96,1433.37,60.70,61.9,0.00,130.5,1273.17,97.20,96.80,0.00,81.78,1141.37,497.00
01/25/2020,74.91,585.03,40.57,584.55,12,16.99,1125.52,112.40,47.53,837.07,10,32.12,1433.71,60.70,61.9,0.00,130.66,1273.26,97.20,96.70,0.00,82.02,1141.57,497.00
01/26/2020,74.8,584.9,40.68,585.35,12,16.98,1125.52,114.30,47.4,836.88,10,32.2,1433.89,61.00,62,0.00,130.77,1273.32,97.20,96.70,0.00,82.31,1141.76,496.60
01/27/2020,74.96,584.84,40.65,585.46,12,16.92,1126.20,96.90,47.23,836.63,10.05,32.23,1433.96,61.00,62,0.00,130.72,1273.29,97.10,96.70,0.00,82.41,1141.83,495.70
01/28/2020,75.08,584.94,40.69,585.44,12,16.86,1126.20,111.80,47.04,836.34,10.12,32.24,1433.97,60.90,62,0.00,130.66,1273.26,97.10,96.70,0.00,82.39,1141.82,576.00
01/29/2020,75.15,585.01,40.76,585.48,12,16.78,1125.80,111.10,46.84,836.04,10.19,32.2,1433.89,60.70,62,0.00,130.36,1273.09,97.20,96.80,0.00,82.17,1141.66,750.90
01/30/2020,75.17,585.04,40.8,585.55,11,16.76,1125.80,111.70,46.62,835.71,10.23,32.18,1433.84,60.70,62,0.00,130.16,1272.98,97.20,96.70,0.00,81.8,1141.40,798.20
01/31/2020,75.09,585.06,40.84,585.59,11,16.78,1125.80,110.00,46.35,835.3,10.24,32.16,1433.81,61.00,62,0.00,130.01,1272.88,97.10,96.70,0.00,81.44,1141.15,795.50
03/01/2020,72.68,583.48,39.64,584.4,11,16.84,1126.51,122.60,47.07,836.39,10.21,31.89,1433.23,0.00,71,0.00,132.07,1274.05,150.90,149.20,0.00,84.69,1143.43,391.20
03/02/2020,72.66,583.5,39.58,584.36,11,16.88,1125.81,120.50,47.1,836.43,10.19,31.99,1433.43,0.00,71,0.00,132.02,1274.02,150.80,149.30,0.00,85.16,1143.76,391.60
03/03/2020,72.74,583.5,39.63,584.3,11,16.96,1125.88,121.70,47.11,836.46,10.19,32.2,1433.89,0.00,71.1,0.00,132.25,1274.16,150.80,149.70,0.00,85.93,1144.29,463.20
03/04/2020,72.71,583.54,39.62,584.33,12,16.96,1125.88,121.90,47.21,836.59,10.17,32.42,1434.34,0.00,71,0.00,132.52,1274.3,151.00,149.70,0.00,86.5,1144.70,664.50
03/05/2020,72.7,583.53,39.59,584.35,12,16.91,1125.88,122.50,47.28,836.7,10.14,32.57,1434.65,0.00,70.9,0.00,132.79,1274.45,129.40,143.30,0.00,86.92,1145.01,700.20
03/06/2020,72.69,583.52,39.56,584.31,13,16.89,1125.88,122.60,47.47,836.98,10.09,32.56,1434.63,0.00,70.9,0.00,133.04,1274.58,104.00,91.40,0.00,87.25,1145.22,706.60
03/07/2020,72.65,583.51,39.49,584.27,13,16.86,1125.88,118.70,47.52,837.06,10.08,32.64,1434.81,0.00,68,0.00,133.22,1274.69,99.90,86.70,0.00,87.4,1145.32,678.20
03/08/2020,72.6,583.49,39.41,584.19,14,16.84,1125.88,122.60,47.56,837.12,9.98,32.73,1434.99,0.00,71,0.00,133.32,1274.75,104.30,90.40,0.00,87.47,1145.37,707.50
03/09/2020,72.54,583.45,39.34,584.13,14,16.85,1125.88,123.00,47.39,836.87,9.99,32.84,1435.22,0.00,71,0.00,133.7,1274.96,104.30,90.40,0.00,87.58,1145.44,708.00
03/10/2020,72.49,583.42,39.29,584.03,16,16.85,1125.70,121.50,47.14,836.45,9.95,33.02,1435.59,0.00,71.1,0.00,133.89,1275.07,104.20,90.30,0.00,87.97,1145.70,405.10
03/11/2020,72.38,583.38,39.26,583.99,16,16.9,1125.89,122.60,47.05,836.36,10.01,33.17,1435.91,0.00,71.1,0.00,134.36,1275.33,104.30,90.30,0.00,88.34,1145.95,248.90
03/12/2020,72.41,583.33,39.27,583.95,17,16.89,1125.89,122.00,47.19,836.57,10.06,33.19,1435.94,0.00,70.9,0.00,134.89,1275.61,104.30,90.50,0.00,88.62,1146.15,251.70
03/13/2020,72.42,583.33,39.57,583.97,19,17.02,1125.89,123.90,47.31,836.75,10.06,33.65,1436.9,0.00,71.1,0.00,135.41,1275.92,104.40,90.40,0.00,89,1146.39,254.90
03/14/2020,72.5,583.34,39.66,584.29,19,16.97,1125.89,124.50,47.33,836.78,10.1,33.88,1437.37,0.00,71.2,0.00,135.95,1276.22,104.40,90.50,0.00,89.13,1146.48,384.80
03/15/2020,72.55,583.39,39.66,584.38,17,16.92,1125.89,123.50,47.33,836.78,10.05,34.04,1437.71,0.00,71.1,0.00,136.27,1276.4,104.20,90.40,0.00,89.17,1146.51,385.00
03/16/2020,72.58,583.43,39.62,584.38,17,16.89,1126.02,123.10,47.55,837.11,10.08,33.97,1437.56,0.00,71.1,0.00,136.57,1276.57,104.10,89.50,0.00,89.23,1146.54,386.40
03/17/2020,72.58,583.44,39.58,584.34,18,17.12,1125.95,127.00,47.59,837.16,10.08,34.08,1437.79,0.00,71.1,0.00,136.84,1276.72,104.10,89.50,0.00,89.19,1146.52,386.50
06/01/2020,76.34,585.74,45.05,590.19,18,18.27,1130.00,127.80,48.67,838.78,14.82,34.26,1438.16,0.00,73.9,0.00,141.31,1279.18,96.60,0.00,0.00,92.77,1148.92,319.20
02/01/2020,74.9,585.01,40.83,585.64,11,16.79,1125.80,93.20,46.23,835.13,10.24,32.15,1433.77,60.90,61.9,0.00,129.92,1272.84,97.20,96.60,0.00,81.08,1140.90,794.20
02/02/2020,74.83,584.89,40.65,585.62,10,16.78,1125.80,87.00,45.63,834.2,10.21,32.12,1433.71,60.80,61.9,0.00,129.85,1272.8,141.10,127.50,0.00,80.71,1140.64,793.50
02/03/2020,74.72,584.85,40.52,585.45,10,16.78,1125.63,87.00,45.54,834.05,10.19,32.09,1433.66,60.80,61.9,0.00,129.75,1272.74,149.70,149.60,0.00,80.33,1140.37,791.50
02/04/2020,74.6,584.78,40.39,585.29,10,16.78,1125.59,88.20,45.41,833.86,10.12,32.07,1433.61,60.90,61.9,0.00,129.54,1272.62,149.70,149.60,0.00,79.93,1140.09,798.60
02/05/2020,74.5,584.71,40.27,585.15,10,16.79,1125.59,90.00,45.48,833.97,10.1,31.93,1433.31,60.90,62,0.00,129.47,1272.58,149.60,149.60,0.00,79.64,1139.88,798.70
02/06/2020,74.43,584.65,40.25,585.07,10,16.81,1125.59,89.70,45.51,834.02,10.1,31.83,1433.08,60.90,61.9,0.00,129.52,1272.6,142.50,153.40,0.80,79.5,1139.78,728.70
02/07/2020,74.42,584.58,40.55,585.03,10,17.17,1125.59,33.40,45.74,834.36,10.07,31.95,1433.36,60.90,61.9,0.00,130.89,1273.39,150.10,149.70,0.00,80.9,1140.77,702.50
02/08/2020,74.37,584.59,40.47,585.33,10,17.02,1125.59,0.70,45.74,834.37,10.05,32.04,1433.54,60.90,62.1,0.00,131.52,1273.74,203.40,194.10,0.00,81.51,1141.20,832.10
02/09/2020,74.39,584.56,40.41,585.25,9,17,1125.59,3.80,45.94,834.68,10.02,31.97,1433.38,60.90,62,0.00,131.84,1273.93,225.70,225.70,0.00,81.77,1141.38,971.00
02/10/2020,74.34,584.57,40.41,585.18,10,17.03,1126.28,1.50,46.23,835.12,10.19,31.89,1433.21,60.80,62,0.00,131.95,1273.98,225.70,225.90,0.00,81.91,1141.48,971.30
02/11/2020,74.29,584.56,40.35,585.18,10,17.02,1126.30,0.70,46.21,835.09,10.25,31.8,1433.03,60.80,62,0.00,132.39,1274.22,225.60,225.90,0.00,82.04,1141.57,969.70
02/12/2020,74.26,584.51,40.3,585.12,10,17.01,1126.26,0.00,46.04,834.83,10.24,31.82,1433.05,60.80,62,0.00,132.66,1274.38,225.80,226.00,0.00,82.04,1141.57,962.80
02/13/2020,74.21,584.49,40.27,585.08,10,17.02,1126.26,1.60,45.97,834.72,10.18,31.87,1433.18,60.80,62,0.00,132.89,1274.51,225.90,226.00,0.00,82,1141.54,963.40
02/14/2020,74.09,584.47,40.11,585.05,10,16.88,1126.21,1.60,46.1,834.93,10.2,31.64,1432.69,60.70,61.9,0.00,132.97,1274.55,225.70,226.30,0.00,81.7,1141.33,844.50
02/15/2020,73.99,584.38,40,584.89,9,16.88,1126.21,0.80,46.06,834.86,10.2,31.62,1432.64,60.70,61.9,0.00,133.04,1274.59,225.50,226.20,0.00,81.41,1141.13,675.20
02/16/2020,73.81,584.32,39.89,584.76,9,16.9,1126.21,2.50,45.99,834.75,10.17,31.63,1432.66,60.70,61.9,0.00,133.09,1274.62,225.40,226.10,0.00,81.34,1141.08,536.60
02/17/2020,73.62,584.21,39.78,584.64,9,16.88,1126.21,2.30,46.08,834.89,10.17,31.62,1432.64,60.80,61.9,0.00,132.93,1274.57,225.60,226.20,0.00,81.21,1141.00,478.70
02/18/2020,73.54,584.1,39.73,584.52,10,16.93,1126.21,0.00,46.09,834.87,10.18,31.67,1432.75,61.10,61.9,0.00,132.93,1274.52,225.60,226.20,0.00,81.24,1141.01,479.00
02/19/2020,73.38,584.04,39.67,584.46,10,16.84,1125.82,69.20,46.05,834.85,10.23,31.55,1432.46,61.10,61.9,0.00,132.7,1274.4,225.70,226.30,0.00,81.33,1141.07,476.40
02/20/2020,73.22,583.94,39.61,584.39,10,16.75,1125.82,121.50,46.24,835.14,10.24,31.28,1431.9,60.90,61.8,0.00,132.43,1274.25,190.30,213.90,0.00,81.35,1141.09,422.30
02/21/2020,73.08,583.84,39.53,584.33,9,16.72,1125.55,123.20,46.35,835.31,10.25,31.18,1431.69,17.60,67.5,0.00,132.18,1274.11,160.30,166.20,0.00,81.38,1141.11,387.70
02/22/2020,72.96,583.76,39.45,584.24,9,16.72,1125.55,122.00,46.35,835.31,10.22,31.22,1431.77,0.00,71,0.00,132,1274.01,150.70,148.90,0.00,81.38,1141.11,388.00
02/23/2020,72.82,583.68,39.36,584.15,9,16.74,1125.55,120.20,46.34,835.29,10.25,31.24,1431.82,0.00,71,0.00,131.75,1273.87,150.60,148.90,0.00,81.41,1141.13,388.10
02/24/2020,72.7,583.59,39.27,584.06,9,16.75,1125.55,123.40,46.33,835.27,10.23,31.27,1431.89,0.00,71,0.00,131.54,1273.75,150.50,148.90,0.00,81.45,1141.16,388.20
02/25/2020,72.58,583.52,39.21,583.96,9,16.78,1125.55,124.00,46.36,835.32,10.19,31.32,1432,0.00,71,0.00,131.36,1273.65,150.50,148.90,0.00,81.57,1141.24,388.10
02/26/2020,72.53,583.44,39.33,583.89,10,16.88,1125.55,122.00,46.51,835.54,10.16,31.48,1432.35,0.00,71,0.00,131.43,1273.7,150.50,148.80,0.00,82.01,1141.55,388.60
02/27/2020,72.56,583.42,39.65,584.03,10,17.09,1125.90,121.60,46.73,835.88,10.23,31.76,1432.96,0.00,71.1,0.00,131.75,1273.87,150.60,148.80,0.00,83.09,1142.31,389.30
02/28/2020,72.61,583.43,39.72,584.38,10,16.96,1126.51,121.80,46.94,836.19,10.24,31.74,1432.9,0.00,70.9,0.00,131.98,1274,151.00,149.00,0.00,83.75,1142.78,390.20
02/29/2020,72.64,583.46,39.68,584.43,10,16.85,1126.51,120.60,47,836.28,10.21,31.82,1433.06,0.00,70.9,0.00,132,1274.01,151.00,149.10,0.00,84.26,1143.13,390.80
03/18/2020,72.66,583.45,39.59,584.3,18,17.33,1126.55,127.70,47.73,837.38,10.1,34.09,1437.81,0.00,71.1,0.00,137.27,1276.96,104.20,89.50,0.00,89.17,1146.51,386.40
03/19/2020,72.7,583.49,39.64,584.3,17,17.75,1126.55,127.80,47.78,837.44,10.22,34.25,1438.13,0.00,71.1,0.00,137.68,1277.18,104.20,89.50,0.00,89.56,1146.79,386.20
03/20/2020,72.8,583.53,39.85,584.36,18,18.19,1128.45,129.90,47.75,837.4,10.21,34.44,1438.53,0.00,70.9,0.00,138.06,1277.41,104.30,89.60,0.00,90.05,1147.09,386.40
03/21/2020,72.85,583.58,40.03,584.61,18,18.41,1128.45,129.30,47.56,837.12,10.19,34.66,1438.98,0.00,71,0.00,138.36,1277.57,104.30,89.70,0.00,90.37,1147.31,387.50
03/22/2020,72.97,583.62,40.15,584.79,16,18.4,1128.45,131.60,47.33,836.78,10.2,34.82,1439.29,0.00,71.1,0.00,138.57,1277.7,104.30,90.30,0.00,90.65,1147.49,387.60
03/23/2020,73.16,583.69,40.36,584.92,17,18.42,1128.45,132.70,47.37,836.84,10.19,34.83,1439.33,0.00,71.1,0.00,138.86,1277.85,104.20,90.40,0.00,90.93,1147.69,388.00
03/24/2020,73.33,583.81,40.49,585.12,17,18.4,1130.18,132.20,47.47,836.99,10.17,34.8,1439.27,0.00,71.1,0.00,139.02,1277.94,104.20,90.40,0.00,91.25,1147.90,388.10
03/25/2020,73.75,583.91,40.59,585.28,16,18.39,1130.12,131.80,47.39,836.86,10.18,34.93,1439.52,0.00,71.2,0.00,139.11,1277.99,104.20,90.40,0.00,91.52,1148.08,388.00
03/26/2020,74.03,584.17,40.74,585.37,16,18.42,1130.12,134.50,47.44,836.94,10.16,34.94,1439.55,0.00,71.1,0.00,139.2,1278.04,104.20,90.40,0.00,91.75,1148.24,388.60
03/27/2020,74.14,584.36,40.87,585.54,17,18.41,1130.12,104.90,47.51,837.04,10.15,34.93,1439.52,0.00,71.1,0.00,139.29,1278.09,104.20,90.40,0.00,91.93,1148.36,388.80
03/28/2020,74.38,584.41,41.15,585.67,18,18.45,1130.12,131.70,47.5,837.03,10.16,35.15,1439.96,0.00,71.1,0.00,139.55,1278.23,100.80,93.40,0.00,92.28,1148.59,389.00
03/29/2020,74.63,584.57,41.62,585.95,18,18.51,1130.45,134.50,47.66,837.27,10.17,35.28,1440.21,0.00,71,0.00,139.89,1278.41,100.20,94.00,0.00,92.74,1148.90,389.50
03/30/2020,74.99,584.72,42.11,586.45,18,18.52,1130.45,132.60,47.82,837.51,10.18,35.3,1440.23,12.10,67.6,0.00,140.51,1278.75,100.30,94.00,0.00,93.26,1149.25,389.90
03/31/2020,75.35,584.95,42.49,586.93,18,18.51,1130.43,133.80,47.99,837.77,10.19,35.26,1440.17,61.90,60.7,0.00,141.03,1279.06,100.40,94.10,0.00,93.69,1149.54,390.30
06/02/2020,76.4,585.77,44.87,589.94,17,18.26,1129.80,125.20,48.55,838.61,14.81,34.27,1438.18,0.00,73.8,0.00,141.25,1279.13,96.50,0.00,0.00,92.54,1148.77,318.90
06/03/2020,76.38,585.78,44.71,589.76,17,18.24,1129.80,124.30,48.48,838.5,14.77,34.3,1438.24,0.00,73.8,0.00,141.09,1279.06,96.80,0.00,0.00,92.34,1148.63,321.50
06/04/2020,76.36,585.79,44.45,589.59,17,18.21,1129.80,123.40,48.42,838.41,14.78,34.3,1438.25,0.00,73.8,0.00,140.79,1278.9,96.80,0.00,0.00,92.1,1148.47,321.70
06/05/2020,76.44,585.78,44.15,589.33,17,18.18,1129.80,123.50,48.43,838.43,14.76,34.3,1438.25,0.00,73.8,0.00,140.55,1278.77,96.70,0.00,0.00,91.81,1148.28,321.60
06/06/2020,76.46,585.82,43.85,589.02,18,18.12,1129.80,124.50,48.43,838.43,14.76,34.3,1438.24,0.00,73.8,0.00,140.26,1278.61,96.70,0.00,0.00,91.47,1148.05,321.30
06/07/2020,76.47,585.83,43.5,588.71,19,18.06,1129.23,123.60,48.43,838.43,14.77,34.28,1438.2,0.00,73.8,0.00,139.96,1278.45,96.70,0.00,0.00,91.11,1147.81,321.00
06/08/2020,76.48,585.84,43.2,588.36,19,18,1129.23,122.40,48.04,837.83,14.75,34.27,1438.17,0.00,73.8,0.00,139.79,1278.36,96.70,0.00,0.00,90.93,1147.69,320.90
06/09/2020,76.42,585.84,42.78,588.05,19,17.93,1128.84,123.30,47.73,837.38,14.73,34.23,1438.1,0.00,73.8,0.00,139.52,1278.21,96.60,0.00,0.00,90.73,1147.55,339.10
06/10/2020,76.48,585.81,42.48,587.61,20,17.72,1128.84,125.50,47.53,837.07,14.71,34.31,1438.27,0.00,73.8,0.00,139.55,1278.22,96.60,0.00,0.00,90.71,1147.53,321.20
06/11/2020,76.68,585.85,42.37,587.33,20,17.45,1128.76,122.00,47.53,837.07,14.7,34.59,1438.85,0.00,74,0.00,139.76,1278.34,96.70,0.00,0.00,90.7,1147.53,321.80
06/12/2020,76.62,585.96,42.02,587.2,20,17.59,1128.96,79.90,47.62,837.21,14.7,34.62,1438.91,0.00,74,0.00,139.53,1278.22,96.70,0.00,0.00,90.34,1147.29,321.70
06/13/2020,76.49,585.93,41.74,586.83,21,18,1128.96,123.20,48.07,837.89,14.73,34.48,1438.61,0.00,74,0.00,139.24,1278.06,96.70,0.00,0.00,89.83,1146.95,321.40
06/14/2020,76.33,585.86,41.52,586.55,21,17.97,1128.96,123.10,48.42,838.41,14.75,34.46,1438.57,0.00,74,0.00,138.88,1277.86,96.60,0.00,0.00,89.34,1146.62,320.90
06/15/2020,76.08,585.76,41.28,586.33,22,17.88,1128.97,123.20,48.63,838.73,14.78,34.44,1438.54,0.00,74,0.00,138.57,1277.69,96.60,0.00,0.00,88.94,1146.34,324.10
06/16/2020,75.88,585.6,41.11,586.08,23,17.84,1128.97,121.20,48.53,838.58,14.78,34.42,1438.48,0.00,71.6,0.00,138.34,1277.56,91.60,0.00,0.00,88.7,1146.19,304.60
06/17/2020,75.63,585.48,40.93,585.9,23,17.75,1128.51,121.00,48.45,838.46,14.77,34.39,1438.43,0.00,70.7,0.00,138.11,1277.43,89.60,0.00,0.00,88.5,1146.06,325.20
06/18/2020,75.54,585.34,40.68,585.73,22,17.67,1128.51,121.20,48.39,838.36,14.72,34.37,1438.38,0.00,70.7,0.00,137.86,1277.29,89.50,0.00,0.00,88.31,1145.93,298.10
06/19/2020,75.5,585.28,40.3,585.47,17,17.59,1128.51,121.70,48.29,838.21,14.72,34.34,1438.33,0.00,70.7,0.00,137.61,1277.15,89.50,0.00,0.00,88.12,1145.80,298.00
06/20/2020,75.48,585.26,39.92,585.07,17,17.51,1128.51,123.20,48.08,837.9,14.73,34.31,1438.26,0.00,70.6,0.00,137.38,1277.02,89.40,0.00,0.00,87.86,1145.63,324.70
06/21/2020,75.47,585.24,39.54,584.67,19,17.43,1128.51,121.50,47.77,837.44,14.68,34.28,1438.2,0.00,70.6,0.00,137.07,1276.85,89.40,0.00,0.00,87.61,1145.46,326.10
06/22/2020,75.47,585.24,39.13,584.26,19,17.34,1128.51,120.30,47.77,837.44,14.67,34.24,1438.11,0.00,70.6,0.00,136.7,1276.64,90.00,0.00,0.00,87.06,1145.09,381.80
06/23/2020,75.47,585.24,38.74,583.81,19,17.25,1128.51,121.10,47.92,837.66,14.67,34.08,1437.79,0.00,70.9,0.00,136.31,1276.42,90.00,0.00,0.00,86.65,1144.80,363.80
06/24/2020,75.42,585.24,38.31,583.38,20,17.16,1128.51,123.90,47.73,837.37,14.64,34.05,1437.72,0.00,70.9,0.00,135.98,1276.24,90.10,0.00,0.00,86.44,1144.66,296.20
06/25/2020,75.4,585.21,37.87,582.91,20,17.08,1126.45,121.10,47.7,837.33,14.66,34.01,1437.64,0.00,70.9,0.00,135.66,1276.06,90.10,0.00,0.00,86.17,1144.47,296.10
06/26/2020,75.39,585.2,37.44,582.44,19,16.98,1126.45,121.60,47.65,837.25,14.65,33.96,1437.54,0.00,70.9,0.00,135.23,1275.82,90.30,0.00,0.00,86.17,1144.47,295.70
06/27/2020,75.45,585.19,37.09,581.96,21,16.91,1126.45,123.30,47.65,837.25,14.65,33.97,1437.56,0.00,70.9,0.00,135.11,1275.75,90.30,0.00,0.00,86.17,1144.47,295.50
04/01/2020,75.7,585.16,42.71,587.32,18,18.48,1130.43,132.50,48.08,837.9,10.19,35.29,1440.24,62.00,60.8,0.00,141.14,1279.1,100.40,94.20,0.00,93.96,1149.72,390.50
04/02/2020,76.09,585.38,42.82,587.56,19,18.45,1130.30,131.30,48.15,838.01,10.18,35.27,1440.19,61.80,60.8,0.00,141.51,1279.3,100.40,94.20,0.00,94.13,1149.83,390.40
04/03/2020,76.43,585.61,42.9,587.69,20,18.52,1130.30,75.10,48.21,838.1,10.18,35.27,1440.2,62.00,60.8,0.00,141.84,1279.47,100.30,94.30,0.00,94.21,1149.89,428.70
04/04/2020,76.73,585.82,42.83,587.74,20,18.48,1130.30,1.00,48.3,838.23,10.19,35.27,1440.19,62.00,60.9,0.00,142.16,1279.64,100.30,94.30,0.00,94.2,1149.88,523.40
04/05/2020,76.88,586,43.08,587.67,19,18.48,1130.37,3.50,48.34,838.29,10.17,35.26,1440.17,61.80,60.8,0.00,142.29,1279.71,100.10,94.40,0.00,93.99,1149.74,583.70
04/06/2020,76.86,586.09,43.26,587.93,19,18.47,1130.37,0.90,48.36,838.32,10.18,35.21,1440.08,62.00,60.8,0.00,142.4,1279.77,100.00,94.40,0.00,93.71,1149.55,583.70
04/07/2020,76.93,586.08,43.36,588.12,19,18.47,1130.33,0.90,48.37,838.33,10.14,35.21,1440.09,61.90,60.9,0.00,142.45,1279.75,119.90,107.70,0.00,93.48,1149.40,626.40
04/08/2020,76.98,586.12,43.35,588.22,88,18.47,1130.33,3.70,48.38,838.35,10.11,35.21,1440.09,62.10,60.8,0.00,142.07,1279.56,178.60,174.20,0.00,93.16,1149.19,743.70
04/09/2020,77,586.15,43.66,588.21,191,18.54,1130.51,2.80,48.61,838.69,10.11,35.29,1440.24,59.50,58.2,0.00,141.96,1279.53,225.70,225.50,0.00,92.93,1149.03,886.00
04/10/2020,76.93,586.17,43.78,588.55,281,18.49,1130.51,2.70,48.51,838.54,10.12,35.24,1440.15,62.10,60.9,0.00,141.94,1279.52,225.90,225.70,0.00,92.74,1148.90,966.10
04/11/2020,76.84,586.12,43.76,588.63,297,18.47,1130.51,1.80,48.35,838.3,10.09,35.24,1440.14,62.40,60.7,0.00,141.66,1279.37,225.90,226.00,0.00,92.46,1148.71,965.30
04/12/2020,76.9,586.07,43.85,588.62,300,18.5,1130.40,3.10,47.97,837.74,10.12,35.29,1440.23,62.40,60.7,0.00,141.83,1279.45,225.60,225.90,0.00,92.1,1148.52,964.70
04/13/2020,78.9,586.09,46.59,588.71,300,18.75,1130.40,116.70,48.54,838.6,10.15,35.87,1441.41,25.20,32.3,0.00,143.8,1280.53,171.30,172.80,0.00,92.75,1148.91,965.00
04/14/2020,80.43,587.31,46.11,591.44,169,18.57,1130.60,30.50,48.55,838.6,10.15,35.47,1440.59,64.90,56.1,0.00,144.03,1280.65,208.80,198.80,0.00,93.17,1149.20,966.40
04/15/2020,80.24,588.22,45.87,590.97,7,18.52,1130.60,8.20,48.43,838.42,10.11,35.39,1440.43,64.70,57.8,0.00,143.86,1280.56,225.60,226.10,0.00,93.42,1149.36,967.20
04/16/2020,79.98,588.11,45.72,590.74,6,18.51,1130.44,0.10,48.32,838.26,10.15,35.34,1440.34,65.00,57.8,0.00,143.54,1280.39,225.70,226.20,0.00,93.54,1149.44,964.80
04/17/2020,79.87,587.95,45.67,590.6,6,18.5,1130.44,1.30,48.33,838.28,10.31,35.31,1440.27,65.00,57.7,0.00,143.4,1280.31,225.70,226.10,0.00,93.6,1149.48,967.10
04/18/2020,79.75,587.89,45.63,590.56,6,18.5,1130.44,1.20,48.27,838.18,10.33,35.32,1440.29,64.90,57.8,0.00,143.25,1280.23,225.70,226.10,0.00,93.59,1149.47,967.60
04/19/2020,79.63,587.81,45.55,590.51,73,18.5,1130.44,1.30,48.14,837.99,10.33,35.32,1440.3,64.80,57.8,0.00,143.1,1280.14,225.70,226.00,0.00,93.51,1149.42,967.70
04/20/2020,79.5,587.74,45.45,590.43,197,18.48,1130.44,0.00,48.13,837.98,10.32,35.23,1440.13,64.80,57.8,0.00,142.86,1280.02,225.60,225.90,0.00,93.36,1149.32,967.50
04/21/2020,79.4,587.66,45.37,590.34,302,18.46,1130.35,1.50,47.95,837.72,10.32,35.2,1440.08,64.80,57.6,0.00,142.71,1279.88,215.60,213.00,0.00,93.14,1149.18,964.30
04/22/2020,79.21,587.58,45.23,590.23,372,18.45,1130.35,1.20,47.93,837.67,10.33,35.07,1439.81,62.30,60.4,0.00,142.33,1279.73,225.70,225.90,0.00,92.95,1149.04,966.70
04/23/2020,79.1,587.49,45.21,590.12,404,18.45,1130.30,3.80,47.93,837.67,10.32,35.02,1439.71,61.80,60.7,0.00,142.05,1279.58,226.00,225.80,0.00,92.66,1148.85,966.30
04/24/2020,79.04,587.43,45.2,590.11,404,18.46,1130.30,0.00,47.73,837.38,10.33,34.99,1439.64,62.00,60.8,0.00,141.79,1279.44,225.70,225.70,0.00,92.35,1148.64,965.70
